Institution,Program,Level,Accredited
6835.,Micro-credential in Business Mathematics,Diploma in Accounting,MQA/FA8278
6836.,Micro-credential in Financial Accounting 2,Diploma in Accounting,MQA/FA8278
6837.,Micro-credential in Principles of Auditing,Diploma in Accounting,MQA/FA8278
6838.,Micro-credential in Principles of Cost Accounting,Diploma in Accounting,MQA/FA8278
6839.,Micro-credential in Computerised Accounting Systems,Diploma in Accounting,MQA/FA8278
6840.,Micro-credential in Principles of Taxation,Diploma in Accounting,MQA/FA8278
6841.,Micro-credential in Financial Accounting 3,Diploma in Accounting,MQA/FA8278
6842.,Micro-credential in Malaysian Taxation,Diploma in Accounting,MQA/FA8278
6843.,Business Mathematics,Diploma in Accounting,MQA/FA8278
6844.,Business Statistics,Diploma in Accounting,MQA/FA8278
6845.,Principles Of Management,Diploma in Accounting,MQA/FA8278
6846.,Principles Of Microeconomics,Diploma in Accounting,MQA/FA8278
6847.,Principles of Macroeconomics,Diploma in Accounting,MQA/FA8278
6848.,Principles of Marketing,Diploma in Accounting,MQA/FA8278
6849.,Work Place Communication,Diploma in Accounting,MQA/FA8278
6850.,Principles Of Financial Management,Diploma in Accounting,MQA/FA8278
6851.,Bahasa Kebangsaan A,Diploma in Accounting,MQA/FA8278
6852.,Community Services,Diploma in Accounting,MQA/FA8278
6853.,Thinking Skills,Diploma in Accounting,MQA/FA8278
6854.,Principles of Business,Diploma in Accounting,MQA/FA8278
6855.,Financial Accounting 1,Diploma in Accounting,MQA/FA8278
6856.,Principles of Cost Accounting,Diploma in Accounting,MQA/FA8278
6857.,Micro-credential in Principles of Management,Diploma in Accounting,MQA/FA8278
6858.,Micro-credential in Principles of Microeconomics,Diploma in Accounting,MQA/FA8278
6859.,Micro-credential in Principles of Macroeconomics,Diploma in Accounting,MQA/FA8278
6860.,Micro-credential in Principles of Marketing,Diploma in Accounting,MQA/FA8278
6861.,Micro-credential in Work Place Communication,Diploma in Accounting,MQA/FA8278
6862.,Micro-credential in Principles of Financial Management,Diploma in Accounting,MQA/FA8278
6863.,Micro-credential in Bahasa Kebangsaan A,Diploma in Accounting,MQA/FA8278
6864.,Micro-credential in Community Services,Diploma in Accounting,MQA/FA8278
6865.,Micro-credential in Thinking Skills,Diploma in Accounting,MQA/FA8278
6866.,Micro-credential in Principles of Business,Diploma in Accounting,MQA/FA8278
6867.,Micro-credential in Financial Accounting 1,Diploma in Accounting,MQA/FA8278
6868.,Micro-credential in Work Culture,Diploma in Accounting,MQA/FA8278
6869.,Micro-credential in Accounting Theory,Diploma in Accounting,MQA/FA8278
6870.,Micro-credential in Penghayatan Etika dan Peradaban,Diploma in Accounting,MQA/FA8278
6871.,Micro-credential in Malaysian Business Law,Diploma in Accounting,MQA/FA8278
6872.,Micro-credential in Malaysian Company Law,Diploma in Accounting,MQA/FA8278
6873.,Micro-credential in Ethics in Business and Accounting,Diploma in Accounting,MQA/FA8278
6874.,Micro-credential in History of Chinese Medicine,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6875.,Micro-credential in Theory of Chinese Medicine,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6876.,Micro-credential in Cell Biology and Biochemistry,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6877.,Micro-credential in Principles of Management,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6878.,Micro-credential in Pengajian Malaysia 2,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6879.,Micro-credential in Developing Thinking Skills,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6880.,Micro-credential in Business Communication,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6881.,Micro-credential in Bahasa Kebangsaan A,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6882.,Micro-credential in Entrepreneurship Skills,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6883.,Micro-credential in Community Services,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6884.,Micro-credential in Anatomy,Diploma of Traditional Chinese Medicine (Acupuncture),MQA/PA 15191
6885.,Micro-credential in Developing Thinking Skills,Diploma in Marketing,MQA/PA13022
6886.,Micro-credential in Consumer Behaviour,Diploma in Marketing,MQA/PA13022
6887.,Micro-credential in Marketing Management,Diploma in Marketing,MQA/PA13022
6888.,Micro-credential in Customer Service Management,Diploma in Marketing,MQA/PA13022
6889.,Micro-credential in Principles of Cost Accounting,Diploma in Marketing,MQA/PA13022
6890.,Micro-credential in Business Organisations,Diploma in Marketing,MQA/PA13022
6891.,Micro-credential in Business English,Diploma in Marketing,MQA/PA13022
6892.,Micro-credential in Negotiation Skills,Diploma in Marketing,MQA/PA13022
6893.,Micro-credential in Principles of Financial Accounting,Diploma in Marketing,MQA/PA13022
6894.,Micro-credential in Digital Marketing,Diploma in Marketing,MQA/PA13022
6895.,Micro-credential in International Marketing,Diploma in Marketing,MQA/PA13022
6896.,Micro-credential in Project Management,Diploma in Marketing,MQA/PA13022
6897.,Micro-credential in Social Media Practice,Diploma in Marketing,MQA/PA13022
6898.,Micro-credential in Community Services,Diploma in Marketing,MQA/PA13022
6899.,Micro-credential in Customer Relationship Management,Diploma in Marketing,MQA/PA13022
6900.,Micro-credential in Brand Management,Diploma in Marketing,MQA/PA13022
6901.,Micro-credential in Sales Management,Diploma in Marketing,MQA/PA13022
6902.,Micro-credential in Penghayatan Etika dan Peradaban,Diploma in Marketing,MQA/PA13022
6903.,Micro-credential in Business Mathematics,Diploma in Marketing,MQA/PA13022
6904.,Micro-credential in Statistics For Management,Diploma in Marketing,MQA/PA13022
6905.,Micro-credential in Principles of Management,Diploma in Marketing,MQA/PA13022
6906.,Micro-credential in Principles of Microeconomics,Diploma in Marketing,MQA/PA13022
6907.,Micro-credential in Principles of Macroeconomics,Diploma in Marketing,MQA/PA13022
6908.,Micro-credential in Principles of Marketing,Diploma in Marketing,MQA/PA13022
6909.,Micro-credential in Business Communication,Diploma in Marketing,MQA/PA13022
6910.,Micro-credential in Principles Of Financial Management,Diploma in Marketing,MQA/PA13022
6911.,Micro-credential in Bahasa Kebangsaan A,Diploma in Marketing,MQA/PA13022
6912.,Micro-credential in Entrepreneurship Skills,Diploma in Marketing,MQA/PA13022
6913.,Micro-Credential in International Business,Diploma in Business Studies,4740
6914.,Micro-Credential in Fundamentals of Finance,Diploma in Business Studies,4740
6915.,Micro-Credential in Introduction to Business Law,Diploma in Business Studies,4740
6916.,Micro-Credential in Entrepreneurship and Small Business Operation,Diploma in Business Studies,4740
6917.,Micro-Credential in Macroeconomics,Diploma in Business Studies,4740
6918.,Micro-Credential in Financial Accounting,Diploma in Business Studies,4740
6919.,Micro-Credential in Business Portfolio,Diploma in Business Studies,4740
6920.,Micro-Credential in Human Resource Management,Diploma in Business Studies,4740
6921.,Micro-Credential in  Academic Writing,Diploma in Business Studies,4740
6922.,Micro-Credential in  Academic Reading,Diploma in Business Studies,4740
6923.,Micro-Credential in  English for Communication,Diploma in Business Studies,4740
6924.,Micro-Credential in Learning Skills,Diploma in Business Studies,4740
6925.,Micro-Credential in Business Communication,Diploma in Business Studies,4740
6926.,Micro-Credential in Business Statistics,Diploma in Business Studies,4740
6927.,Micro-Credential in Introduction to Business,Diploma in Business Studies,4740
6928.,Micro-Credential in Management Essentials,Diploma in Business Studies,4740
6929.,Micro-Credential in Business Mathematics,Diploma in Business Studies,4740
6930.,Micro-Credential in Business Information Technology,Diploma in Business Studies,4740
6931.,Micro-Credential in Business Creativity and Innovation,Diploma in Business Studies,4740
6932.,Micro-Credential in Introduction to Marketing,Diploma in Business Studies,4740
6933.,Micro-Credential in Organisational Behaviour,Diploma in Business Studies,4740
6934.,Micro-Credential in Microeconomics,Diploma in Business Studies,4740
6935.,Micro-Credential in Historical Perspectives of Psychology,Bachelor of Psychology (Honours),FA0528
6936.,Micro-Credential in Emotion & Motivation,Bachelor of Psychology (Honours),FA0528
6937.,Micro-Credential in Psychology of Learning,Bachelor of Psychology (Honours),FA0528
6938.,Micro-Credential in Psychology of Adolescence & Adulthood,Bachelor of Psychology (Honours),FA0528
6939.,Micro-Credential in Behaviour and Influence in Organizations,Bachelor of Psychology (Honours),FA0528
6940.,Micro-Credential in Abnormal Psychology I,Bachelor of Psychology (Honours),FA0528
6941.,Micro-Credential in Social Psychology,Bachelor of Psychology (Honours),FA0528
6942.,Micro-Credential in Research Methods in Psychology,Bachelor of Psychology (Honours),FA0528
6943.,Micro-Credential in Cognitive Psychology I,Bachelor of Psychology (Honours),FA0528
6944.,Micro-Credential in Individual Differences,Bachelor of Psychology (Honours),FA0528
6945.,Micro-Credential in Cross-cultural Psychology,Bachelor of Psychology (Honours),FA0528
6946.,Micro-Credential in Organisational Psychology,Bachelor of Psychology (Honours),FA0528
6947.,Micro-Credential in Consumer Psychology,Bachelor of Psychology (Honours),FA0528
6948.,Micro-Credential in Cognitive Psychology II,Bachelor of Psychology (Honours),FA0528
6949.,Micro-Credential in Abnormal Psychology II,Bachelor of Psychology (Honours),FA0528
6950.,Micro-Credential in Neuro-psychology I,Bachelor of Psychology (Honours),FA0528
6951.,Micro-Credential in Educational Psychology,Bachelor of Psychology (Honours),FA0528
6952.,Micro-Credential in Statistical & Research Methodologies,Bachelor of Psychology (Honours),FA0528
6953.,Micro-Credential in Psychological Assessment,Bachelor of Psychology (Honours),FA0528
6954.,Micro-Credential in Neuro-psychology II,Bachelor of Psychology (Honours),FA0528
6955.,Micro-Credential in Psychology of Aging,Bachelor of Psychology (Honours),FA0528
6956.,Micro-Credential in Introductory Psychology: Methods & Social,Bachelor of Psychology (Honours),FA0528
6957.,Micro-Credential in Child & Infant Psychology,Bachelor of Psychology (Honours),FA0528
6958.,Micro-Credential in Behavioural Statistics,Bachelor of Psychology (Honours),FA0528
6959.,Micro-Credential in Learning Studies,Bachelor of Psychology (Honours),FA0528
6960.,Micro-Credential in Introductory Psychology: Cognition & Abnormal,Bachelor of Psychology (Honours),FA0528
6961.,Micro-Credential in  Digital Photography,Bachelor of Multimedia Design (Honours),FA2201
6962.,Micro-Credential in  Integrated Design Project,Bachelor of Multimedia Design (Honours),FA2201
6963.,Micro-Credential in  Motion Graphics,Bachelor of Multimedia Design (Honours),FA2201
6964.,Micro-Credential in  Identity System Design,Bachelor of Multimedia Design (Honours),FA2201
6965.,Micro-Credential in  UI / UX Design on Mobile Application,Bachelor of Multimedia Design (Honours),FA2201
6966.,Micro-Credential in  UI / UX Design on Web & Digital Device,Bachelor of Multimedia Design (Honours),FA2201
6967.,Micro-Credential in  Video & Audio Production,Bachelor of Multimedia Design (Honours),FA2201
6968.,Micro-Credential in  Advanced Web Design,Bachelor of Multimedia Design (Honours),FA2201
6969.,Micro-Credential in  New Media & Interactive Environment,Bachelor of Multimedia Design (Honours),FA2201
6970.,Micro-Credential in  Sustainable Design,Bachelor of Multimedia Design (Honours),FA2201
6971.,Micro-Credential in  Game Design,Bachelor of Multimedia Design (Honours),FA2201
6972.,Micro-Credential in  Entrepreneurship and New Business Development,Bachelor of Multimedia Design (Honours),FA2201
6973.,Micro-Credential in  Professional Practice,Bachelor of Multimedia Design (Honours),FA2201
6974.,Micro-Credential in  Law for the Creative Industries,Bachelor of Multimedia Design (Honours),FA2201
6975.,Micro-Credential in  3D Techniques,Bachelor of Multimedia Design (Honours),FA2201
6976.,Micro-Credential in  Design Principle,Bachelor of Multimedia Design (Honours),FA2201
6977.,Micro-Credential in  Typography,Bachelor of Multimedia Design (Honours),FA2201
6978.,Micro-Credential in  Visual Studies,Bachelor of Multimedia Design (Honours),FA2201
6979.,Micro-Credential in  20th Century Design & Culture,Bachelor of Multimedia Design (Honours),FA2201
6980.,Micro-Credential in  Digital Image Processing,Bachelor of Multimedia Design (Honours),FA2201
6981.,Micro-Credential in  Drawing for Designers,Bachelor of Multimedia Design (Honours),FA2201
6982.,Micro-Credential in  Introduction to Multimedia Technology,Bachelor of Multimedia Design (Honours),FA2201
6983.,Micro-Credential in  Historical and Critical Studies,Bachelor of Multimedia Design (Honours),FA2201
6984.,Micro-Credential in  Multimedia Digital Authoring,Bachelor of Multimedia Design (Honours),FA2201
6985.,Micro-Credential in  Screenplay and Storyboarding,Bachelor of Multimedia Design (Honours),FA2201
6986.,Micro-Credential in  Web Design,Bachelor of Multimedia Design (Honours),FA2201
6987.,Micro-Credential in  Project Management,Bachelor of Multimedia Design (Honours),FA2201
6988.,Micro-Credential in  Business Statistics,Bachelor of Supply Chain Management (Honours),FA5069
6989.,Micro-Credential in  Marketing,Bachelor of Supply Chain Management (Honours),FA5069
6990.,Micro-Credential in  Financial Accounting,Bachelor of Supply Chain Management (Honours),FA5069
6991.,Micro-Credential in  Business Information Technology,Bachelor of Supply Chain Management (Honours),FA5069
6992.,Micro-Credential in  Fundamentals of Finance,Bachelor of Supply Chain Management (Honours),FA5069
6993.,Micro-Credential in  Business Mathematics,Bachelor of Supply Chain Management (Honours),FA5069
6994.,Micro-Credential in  Microeconomics,Bachelor of Supply Chain Management (Honours),FA5069
6995.,Micro-Credential in  Quantitative Methods,Bachelor of Supply Chain Management (Honours),FA5069
6996.,Micro-Credential in  Organisational Behaviour,Bachelor of Supply Chain Management (Honours),FA5069
6997.,Micro-Credential in  Business Law,Bachelor of Supply Chain Management (Honours),FA5069
6998.,Micro-Credential in  Macroeconomics,Bachelor of Supply Chain Management (Honours),FA5069
6999.,Micro-Credential in  Intro to Logistics,Bachelor of Supply Chain Management (Honours),FA5069
7000.,Micro-Credential in  Consumer Behaviour,Bachelor of Supply Chain Management (Honours),FA5069
7001.,Micro-Credential in  Marketing Management,Bachelor of Supply Chain Management (Honours),FA5069
7002.,Micro-Credential in  Operations Management,Bachelor of Supply Chain Management (Honours),FA5069
7003.,Micro-Credential in  Strategic Management,Bachelor of Supply Chain Management (Honours),FA5069
7004.,Micro-Credential in -Research Methods,Bachelor of Supply Chain Management (Honours),FA5069
7005.,Micro-Credential in  Purchasing Management,Bachelor of Supply Chain Management (Honours),FA5069
7006.,Micro-Credential in -Ethics and Organization,Bachelor of Supply Chain Management (Honours),FA5069
7007.,Micro-Credential in Transport Management,Bachelor of Supply Chain Management (Honours),FA5069
7008.,Micro-Credential in Cross Cultural Communication,Bachelor of Supply Chain Management (Honours),FA5069
7009.,Micro-Credential in Warehousing & Material Handling,Bachelor of Supply Chain Management (Honours),FA5069
7010.,Micro-Credential in Customs and Freight Forwarding,Bachelor of Supply Chain Management (Honours),FA5069
7011.,Micro-Credential in Freight Law,Bachelor of Supply Chain Management (Honours),FA5069
7012.,Micro-Credential in IT for Logistics Systems,Bachelor of Supply Chain Management (Honours),FA5069
